province,city,update_time,nowConfirm,confirm,dead,showRate,heal,showHeal,wzz,provinceLocalConfirm,grade
天津,红桥区,2022-04-19 08:04:23,29,36,0,False,7,True,0,0,点击查看详情
天津,东丽区,2022-04-19 08:04:23,27,32,0,False,5,True,0,0,点击查看详情
天津,津南区,2022-04-19 08:04:23,20,364,0,False,344,True,0,0,点击查看详情
天津,河西区,2022-04-19 08:04:23,18,28,0,False,10,True,0,0,点击查看详情
天津,北辰区,2022-04-19 08:04:23,16,23,0,False,7,True,0,0,点击查看详情
天津,河东区,2022-04-19 08:04:23,15,34,1,False,18,True,0,0,点击查看详情
天津,静海区,2022-04-19 08:04:23,11,11,0,False,0,True,0,0,点击查看详情
天津,宝坻区,2022-04-19 08:04:23,6,66,2,False,58,True,0,0,点击查看详情
天津,宁河区,2022-04-19 08:04:23,2,6,0,False,4,True,0,0,点击查看详情
天津,境外输入,2022-04-19 08:04:23,1,612,0,False,611,True,0,0,
天津,蓟州区,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
天津,和平区,2022-04-19 08:04:23,0,6,0,False,6,True,0,0,
天津,外地来津,2022-04-19 08:04:23,0,6,0,False,6,True,0,0,
天津,待确认,2022-04-19 08:04:23,-612,1,0,False,613,True,0,0,
贵州,贵阳,2022-04-19 08:04:23,1,39,1,False,37,True,0,0,点击查看详情
贵州,黔西南州,2022-04-19 08:04:23,1,8,0,False,7,True,0,0,点击查看详情
贵州,遵义,2022-04-19 08:04:23,0,53,0,False,53,True,0,0,点击查看详情
贵州,地区待确认,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
贵州,黔东南州,2022-04-19 08:04:23,0,11,0,False,11,True,0,0,点击查看详情
贵州,铜仁,2022-04-19 08:04:23,0,12,0,False,12,True,0,0,全部低风险
贵州,安顺,2022-04-19 08:04:23,0,5,0,False,5,True,0,0,
贵州,境外输入,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
贵州,六盘水,2022-04-19 08:04:23,0,10,1,False,9,True,0,0,
贵州,毕节,2022-04-19 08:04:23,0,23,0,False,23,True,0,0,
贵州,黔南州,2022-04-19 08:04:23,0,17,0,False,17,True,0,0,
重庆,大足区,2022-04-19 08:04:23,1,15,0,False,14,True,0,0,
重庆,南川区,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,点击查看详情
重庆,江北区,2022-04-19 08:04:23,0,29,0,False,29,True,0,0,
重庆,北碚区,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
重庆,云阳县,2022-04-19 08:04:23,0,27,0,False,27,True,0,0,点击查看详情
重庆,境外输入,2022-04-19 08:04:23,0,45,0,False,45,True,0,0,
重庆,南岸区,2022-04-19 08:04:23,0,16,0,False,16,True,0,0,
重庆,永川区,2022-04-19 08:04:23,0,9,0,False,9,True,0,0,点击查看详情
重庆,高新区,2022-04-19 08:04:23,0,51,0,False,51,True,0,0,点击查看详情
重庆,巴南区,2022-04-19 08:04:23,0,12,0,False,12,True,0,0,点击查看详情
重庆,渝北区,2022-04-19 08:04:23,0,20,0,False,20,True,0,0,点击查看详情
重庆,江津区,2022-04-19 08:04:23,0,7,0,False,7,True,0,0,点击查看详情
重庆,渝中区,2022-04-19 08:04:23,0,20,0,False,20,True,0,0,
重庆,涪陵区,2022-04-19 08:04:23,0,5,0,False,5,True,0,0,
重庆,大渡口区,2022-04-19 08:04:23,0,7,0,False,7,True,0,0,
重庆,长寿区,2022-04-19 08:04:23,0,24,0,False,24,True,0,0,全部低风险
重庆,两江新区,2022-04-19 08:04:23,0,18,0,False,18,True,0,0,
重庆,九龙坡区,2022-04-19 08:04:23,0,22,1,False,21,True,0,0,全部低风险
重庆,沙坪坝区,2022-04-19 08:04:23,0,10,0,False,10,True,0,0,
重庆,荣昌区,2022-04-19 08:04:23,0,9,0,False,9,True,0,0,
重庆,綦江区,2022-04-19 08:04:23,0,23,0,False,23,True,0,0,
重庆,铜梁区,2022-04-19 08:04:23,0,10,0,False,10,True,0,0,
重庆,潼南区,2022-04-19 08:04:23,0,18,0,False,18,True,0,0,
重庆,丰都县,2022-04-19 08:04:23,0,10,0,False,10,True,0,0,
重庆,万州区,2022-04-19 08:04:23,0,118,4,False,114,True,0,0,
重庆,垫江县,2022-04-19 08:04:23,0,20,0,False,20,True,0,0,
重庆,奉节县,2022-04-19 08:04:23,0,22,0,False,22,True,0,0,
重庆,石柱县,2022-04-19 08:04:23,0,15,0,False,15,True,0,0,
重庆,彭水县,2022-04-19 08:04:23,0,2,0,False,2,True,0,0,
重庆,忠县,2022-04-19 08:04:23,0,21,0,False,21,True,0,0,
重庆,开州区,2022-04-19 08:04:23,0,21,1,False,20,True,0,0,
重庆,合川区,2022-04-19 08:04:23,0,23,0,False,23,True,0,0,
重庆,巫溪县,2022-04-19 08:04:23,0,14,0,False,14,True,0,0,
重庆,巫山县,2022-04-19 08:04:23,0,10,0,False,10,True,0,0,
重庆,万盛经开区,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
重庆,璧山区,2022-04-19 08:04:23,0,9,0,False,9,True,0,0,
重庆,酉阳县,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
重庆,武隆区,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
重庆,梁平区,2022-04-19 08:04:23,0,4,0,False,4,True,0,0,
重庆,城口县,2022-04-19 08:04:23,0,2,0,False,2,True,0,0,
重庆,黔江区,2022-04-19 08:04:23,0,2,0,False,2,True,0,0,
重庆,秀山县,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
甘肃,兰州,2022-04-19 08:04:23,3,355,2,False,350,True,0,0,点击查看详情
甘肃,天水,2022-04-19 08:04:23,1,55,0,False,54,True,0,0,点击查看详情
甘肃,金昌,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
甘肃,武威,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,点击查看详情
甘肃,白银,2022-04-19 08:04:23,0,23,0,False,23,True,0,0,点击查看详情
甘肃,陇南,2022-04-19 08:04:23,0,7,0,False,7,True,0,0,
甘肃,境外输入,2022-04-19 08:04:23,0,184,0,False,184,True,0,0,
甘肃,酒泉,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,点击查看详情
甘肃,张掖,2022-04-19 08:04:23,0,17,0,False,17,True,0,0,全部低风险
甘肃,嘉峪关,2022-04-19 08:04:23,0,5,0,False,5,True,0,0,全部低风险
甘肃,定西,2022-04-19 08:04:23,0,9,0,False,9,True,0,0,
甘肃,平凉,2022-04-19 08:04:23,0,9,0,False,9,True,0,0,
甘肃,庆阳,2022-04-19 08:04:23,0,3,0,False,3,True,0,0,
甘肃,甘南州,2022-04-19 08:04:23,0,8,0,False,8,True,0,0,
甘肃,临夏,2022-04-19 08:04:23,0,3,0,False,3,True,0,0,
甘肃,地区待确认,2022-04-19 08:04:23,-4,1,0,False,5,True,0,0,
澳门,地区待确认,2022-04-19 08:04:23,0,82,0,False,82,True,0,0,
新疆,克拉玛依,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,点击查看详情
新疆,乌鲁木齐,2022-04-19 08:04:23,0,848,0,False,848,True,0,0,点击查看详情
新疆,伊犁州,2022-04-19 08:04:23,0,31,0,False,31,True,0,0,全部低风险
新疆,兵团第四师,2022-04-19 08:04:23,0,13,1,False,12,True,0,0,
新疆,阿勒泰,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,低风险
新疆,和田,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,低风险
新疆,哈萨克自治州,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,低风险
新疆,塔城,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,低风险
新疆,喀什,2022-04-19 08:04:23,0,80,0,False,80,True,0,0,低风险
新疆,地区待确认,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
新疆,巴音郭楞州,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
新疆,昌吉州,2022-04-19 08:04:23,0,5,0,False,5,True,0,0,
新疆,博尔塔拉州,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
新疆,兵团第九师,2022-04-19 08:04:23,0,4,1,False,3,True,0,0,
新疆,哈密,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
新疆,吐鲁番,2022-04-19 08:04:23,0,3,0,False,3,True,0,0,
新疆,第八师石河子,2022-04-19 08:04:23,0,4,1,False,3,True,0,0,
新疆,六师五家渠,2022-04-19 08:04:23,0,2,0,False,2,True,0,0,
新疆,兵团第十二师,2022-04-19 08:04:23,0,3,0,False,3,True,0,0,
新疆,巴州,2022-04-19 08:04:23,0,3,0,False,3,True,0,0,
新疆,第七师,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
新疆,阿克苏,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
新疆,克孜州,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,昌都,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,日喀则,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,林芝,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,那曲,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,山南,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,阿里地区,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
西藏,拉萨,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
宁夏,中卫,2022-04-19 08:04:23,0,4,0,False,4,True,0,0,
宁夏,地区待确认,2022-04-19 08:04:23,0,0,0,False,0,True,0,0,
宁夏,银川,2022-04-19 08:04:23,0,68,0,False,68,True,0,0,全部低风险
宁夏,吴忠,2022-04-19 08:04:23,0,39,0,False,39,True,0,0,全部低风险
宁夏,境外输入,2022-04-19 08:04:23,0,4,0,False,4,True,0,0,
宁夏,固原,2022-04-19 08:04:23,0,5,0,False,5,True,0,0,
宁夏,石嘴山,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
宁夏,宁东管委会,2022-04-19 08:04:23,0,1,0,False,1,True,0,0,
